23,山崩,對自身周圍的敵人發動土屬性範圍魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>70<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>提升仇恨<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
24,大地之護,一定時間內召喚獸所受到的傷害減輕20%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
25,地裂,對目標發動土屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>70<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>眩暈　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
26,大地之怒,對自身周圍的敵人發動土屬性範圍魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>生成範圍傷害區域<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>召喚者使用<hex:024804F201F403><hex:024904F201F503>「內力迸發」<hex:0249020103><hex:0248020103>時發動
27,深紅旋風,對目標發動火屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>眩暈　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
28,燃火強襲,對目標發動火屬性魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>135
29,輝煌盾,為自身與周圍隊員附加防護罩<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F803><hex:024904F201F903>防護罩效果（被攻擊時100%發動）：<hex:0249020103><hex:0248020103>攻擊者所受物理傷害提高2%　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>4秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
30,烈焰碎擊,對自身周圍的敵人發動火屬性範圍魔法攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
31,地獄之火炎,向目標所在方向發出扇形火屬性範圍攻擊　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加效果：<hex:0249020103><hex:0248020103>火屬性持續傷害<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>召喚者使用<hex:024804F201F403><hex:024904F201F503>「內力迸發」<hex:0249020103><hex:0248020103>時發動
32,日光的擁抱,恢復目標的體力　<hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>250
33,日光的低語,持續恢復自身與周圍隊員的體力<hex:02100103><hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>120　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>21秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
34,異想的盟光,一定時間內自身與周圍隊員的魔法防禦力提高20%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
35,異想的幻光,一定時間內自身與周圍隊員發動治療魔法的治療量提高10%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
36,月光的擁抱,恢復目標的體力　<hex:024804F201F803><hex:024904F201F903>恢復力：<hex:0249020103><hex:0248020103>250
37,月光的沉默,令目標陷入沉默狀態　<hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>1秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
38,異想的柔光,解除周圍隊員身上部分弱化效果中的一種<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
39,異想的流光,一定時間內自身與周圍隊員的自動攻擊間隔、戰技與魔法的詠唱及複唱時間縮短3%<hex:02100103><hex:024804F201F803><hex:024904F201F903>持續時間：<hex:0249020103><hex:0248020103>30秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「協助戰鬥」狀態下在接到命令之前不會發動該技能<hex:0249020103><hex:0248020103>
40,攻擊模式,對敵人發動攻擊
41,支援模式,為己方提供輔助效果
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
