key,10
500,塗鴉：莫古力娃娃
501,塗鴉：貓小胖
502,塗鴉：大河狸
503,塗鴉：猴面雀兒
504,塗鴉：迷你鯰魚精
505,塗鴉：胖兒陸行鳥
506,塗鴉：灰塵兔
507,塗鴉：幼小仙人掌
508,塗鴉：發芽小猩猩
509,塗鴉：橄欖寶石獸
510,塗鴉：獺獺
511,塗鴉：隆卡的水蛇？
512,塗鴉：爆彈仔
513,塗鴉：魔界花骨朵
514,塗鴉：冬貝利玩偶
515,塗鴉：小小蔓德拉
516,塗鴉：風箏小貓
517,塗鴉：葉小妖妖
518,塗鴉：波羅·羅格
519,塗鴉：小雪童子
520,塗鴉：食果花鼠
521,塗鴉：豆豆柴
522,塗鴉：沙狐
523,塗鴉：椒鹽海豹
524,塗鴉：鯊魚指揮官
525,塗鴉：水妖人偶
526,塗鴉：波奇
527,
528,
529,
530,
531,
532,
533,
534,
535,
536,
537,
538,
539,<hex:0212027103>嘉年華：圖標
540,<hex:0212027103>嘉年華：標誌（白）
541,<hex:0212027103>嘉年華：標誌（黑）
542,<hex:0212027103>嘉年華：弔旗（白）
543,<hex:0212027103>嘉年華：弔旗（黑）
544,<hex:0212027103>嘉年華：條幅
545,<hex:0212027103>嘉年華：橫幅
546,<hex:0212027103>嘉年華：FAN FESTIVAL 2021
547,<hex:0212027103>嘉年華：話題
548,
549,
550,
551,
552,
553,
554,
555,
556,
557,
558,
559,
560,
561,
562,
563,
564,
565,
566,
567,
568,
569,
570,
571,
572,
573,
574,
575,
576,
577,
578,
579,
580,
581,
582,
583,
584,
585,
586,
587,
588,
589,
590,
591,
592,
593,
594,
595,
596,
597,
598,
599,
600,職業·特職：防護職業
601,職業·特職：治療職業
602,職業·特職：進攻職業
603,職業·特職：刻木匠
604,職業·特職：鍛鐵匠
605,職業·特職：鑄甲匠
606,職業·特職：雕金匠
607,職業·特職：製革匠
608,職業·特職：裁衣匠
609,職業·特職：煉金術士
610,職業·特職：烹調師
611,職業·特職：採礦工
612,職業·特職：園藝工
613,職業·特職：捕魚人
614,職業·特職：劍術師
615,職業·特職：格鬥家
616,職業·特職：斧術師
617,職業·特職：槍術師
618,職業·特職：弓箭手
619,職業·特職：幻術師
620,職業·特職：咒術師
621,職業·特職：秘術師
622,職業·特職：雙劍師
623,職業·特職：騎士
624,職業·特職：武僧
625,職業·特職：戰士
626,職業·特職：龍騎士
627,職業·特職：吟遊詩人
628,職業·特職：白魔法師
629,職業·特職：黑魔法師
630,職業·特職：召喚師
631,職業·特職：學者
632,職業·特職：忍者
633,職業·特職：機工士
634,職業·特職：暗黑騎士
635,職業·特職：占星術士
636,職業·特職：武士
637,職業·特職：赤魔法師
638,職業·特職：青魔法師
639,職業·特職：絕槍戰士
640,職業·特職：舞者
641,職業·特職：賢者
642,職業·特職：釤鐮客
643,
644,
645,
646,
647,
648,
649,
650,
651,
652,
653,
654,
655,
656,
657,
658,
659,
660,多瑪方城牌：一萬
661,多瑪方城牌：二萬
662,多瑪方城牌：三萬
663,多瑪方城牌：四萬
664,多瑪方城牌：五萬
665,多瑪方城牌：六萬
666,多瑪方城牌：七萬
667,多瑪方城牌：八萬
668,多瑪方城牌：九萬
669,多瑪方城牌：一筒
670,多瑪方城牌：二筒
671,多瑪方城牌：三筒
672,多瑪方城牌：四筒
673,多瑪方城牌：五筒
674,多瑪方城牌：六筒
675,多瑪方城牌：七筒
676,多瑪方城牌：八筒
677,多瑪方城牌：九筒
678,多瑪方城牌：一索
679,多瑪方城牌：二索
680,多瑪方城牌：三索
681,多瑪方城牌：四索
682,多瑪方城牌：五索
683,多瑪方城牌：六索
684,多瑪方城牌：七索
685,多瑪方城牌：八索
686,多瑪方城牌：九索
687,多瑪方城牌：東
688,多瑪方城牌：南
689,多瑪方城牌：西
690,多瑪方城牌：北
691,多瑪方城牌：白
692,多瑪方城牌：發
693,多瑪方城牌：中
694,多瑪方城牌：五萬（赤寶牌）
695,多瑪方城牌：五筒（赤寶牌）
696,多瑪方城牌：五索（赤寶牌）
697,
698,
699,
700,
