key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
65550,葡萄酒港理符開放,SubSea905_00014,ACTOR0,UNLOCK_IMAGE_LEVE,GL_ASSIGNMENT,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65551,藍霧營地理符開放,SubWil153_00015,ACTOR0,UNLOCK_IMAGE_LEVE,GL_ASSIGNMENT,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65552,阿德內爾占星台理符開放,SubRoc901_00016,ACTOR0,UNLOCK_IMAGE_LEVE,GL_ASSIGNMENT,LEVE,GL_ASSIGNMENT,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65553,白雲崖前哨理符開放,SubRoc902_00017,ACTOR0,UNLOCK_IMAGE_LEVE,GL_ASSIGNMENT,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65554,聖寇伊納克調查地理符開放,SubLak901_00018,ACTOR0,UNLOCK_IMAGE_LEVE,GL_ASSIGNMENT,LEVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65556,以香識人,SubFst000_00020,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ITEM0,EOBJECT0,SEQ_2_EOBJECT0,SEQ_2_EOBJECT0_USEITEMOK,SEQ_2_EOBJECT0_USEITEMNO,EOBJECT1,SEQ_2_EOBJECT1,SEQ_2_EOBJECT1_USEITEMOK,SEQ_2_EOBJECT1_USEITEMNO,SEQ_3_ACTOR1,HOW_TO_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65557,百步穿楊的弓箭手,ClsArc000_00021,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ENEMY0,ENEMY1,ENEMY2,SEQ_3_ACTOR1,HOW_TO_CLASS_CHANGE,UNLOCK_IMAGE_MONSTER_NOTE,HOW_TO_MONSTER_NOTE,LOC_FACE0,LOC_FACE1,LOGMESSAGE_MONSTER_NOTE_PAGE_UNLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65558,融入自然的幻術師,ClsCnj000_00022,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ENEMY0,ENEMY1,ENEMY2,SEQ_3_ACTOR1,HOW_TO_CLASS_CHANGE,UNLOCK_IMAGE_MONSTER_NOTE,HOW_TO_MONSTER_NOTE,LOGMESSAGE_MONSTER_NOTE_PAGE_UNLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65559,開拓進取的槍術師,ClsLnc000_00023,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ENEMY0,ENEMY1,ENEMY2,SEQ_3_ACTOR1,HOW_TO_CLASS_CHANGE,UNLOCK_IMAGE_MONSTER_NOTE,HOW_TO_MONSTER_NOTE,LOGMESSAGE_MONSTER_NOTE_PAGE_UNLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65560,強人所難,SubFst001_00024,ACTOR0,SEQ_0_ACTOR0,ITEM0,ACTOR1,SEQ_1_ACTOR1,SEQ_1_ACTOR1_NPCTRADEOK,SEQ_1_ACTOR1_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65561,除鼠作業,SubFst002_00025,ACTOR0,SEQ_0_ACTOR0,ENEMY0,SEQ_2_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65562,信任的花蕾,SubFst003_00026,ACTOR0,SEQ_0_ACTOR0,ITEM0,ACTOR1,SEQ_1_ACTOR1,SEQ_1_ACTOR1_NPCTRADEOK,SEQ_1_ACTOR1_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65563,修補過去,SubFst004_00027,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ITEM0,ACTOR2,SEQ_2_ACTOR2,SEQ_2_ACTOR2_NPCTRADEOK,SEQ_2_ACTOR2_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65564,前往烤餅練兵所,SubFst005_00028,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65567,儀式準備,SubFst007_00031,ACTOR0,SEQ_0_ACTOR0,ENEMY0,ITEM0,SEQ_2_ACTOR0,SEQ_2_ACTOR0_NPCTRADEOK,SEQ_2_ACTOR0_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65568,私語巨木鳥欄的金具,SubFst008_00032,ACTOR0,SEQ_0_ACTOR0,ITEM0,ACTOR1,SEQ_1_ACTOR1,ACTOR2,SEQ_2_ACTOR2,SEQ_2_ACTOR2_NPCTRADEOK,SEQ_2_ACTOR2_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65569,勢不可擋,SubPst018_00033,ACTOR0,ITEM0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ITEM1,ACTOR9,ACTOR10,EOBJECT0,EVENT_ACTION_SEARCH,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,ENEMY3,ITEM2,ACTOR11,ACTOR12,EOBJECT1,EOBJECT2,ITEM3,ITEM4,ACTOR13,ACTOR14,ACTOR15,ACTOR16,LOC_ACTION0,IMAGE_LVUP,PST_LV_UP,CLEAEQUEST,LOC_SE1,BINDACTOR1,BINDACTOR2,BINDACTOR3,BINDACTOR4,BINDACTOR5,LOCACTOR1,LOCACTOR2,LOC_BGM1,LOC_BGM2,EVENT_BASE_STAND_TALK,EVENT_KNEEL_UP,LOC_POS1,LOC_OBJ1,
65570,小搬運工,SubFst009_00034,ACTOR0,SEQ_0_ACTOR0,ITEM0,ACTOR1,SEQ_1_ACTOR1,SEQ_1_ACTOR1_NPCTRADEOK,SEQ_1_ACTOR1_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65571,勇氣之卵石,ClsLnc002_00035,ACTOR0,EVENTRANGE0,EOBJECT0,EVENT_ACTION_GATHER_MIDDLE,ENEMY0,ENEMY1,EOBJECT1,EVENT_ACTION_SEARCH,EVENTRANGE1,EOBJECT2,ENEMY2,ENEMY3,ITEM0,EOBJECT3,ACTOR1,LOC_POS_PC,UNLOCK_IMAGE_CLASS_CANGE,HOW_TO_GEAR_SET,UNLOCK_IMAGE_GEAR_SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65572,被盯上的美麗劍士,SubPst019_00036,ACTOR0,ITEM0,ACTOR1,ITEM1,ITEM2,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT0,EOBJECT1,ACTOR8,ACTOR9,ACTOR10,ACTOR11,EVENT_ACTION_RESCUE_UNDER_SHORT,ACTOR12,ACTOR13,ACTOR14,ACTOR15,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,ACTOR16,EOBJECT2,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,BIND_ACTOR5,BIND_ACTOR6,LOC_ACTION0,IMAGE_LVUP,PST_LV_UP,LOC_BGM1,LOC_BGM2,LOC_SE1,EVENT_BASE_KNEE_SUFFERING,,,,
65573,孢子變異,SubFst011_00037,ACTOR0,SEQ_0_ACTOR0,ENEMY0,SEQ_2_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65574,一舉兩得,SubFst012_00038,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,ITEM0,ACTOR2,SEQ_1_ACTOR2,ITEM1,ACTOR3,SEQ_1_ACTOR3,ITEM2,ACTOR4,SEQ_2_ACTOR4,SEQ_2_ACTOR4_NPCTRADEOK,SEQ_2_ACTOR4_NPCTRADENO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65575,歡迎來到森林之都,ManFst001_00039,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,EOBJECT1,OPENING_EVENT_HANDLER,EOBJECT7,HOWTO_QUEST_ACCEPT,SEQ_2_ACTOR1,HOWTO_QUEST_ANNOUNCE,CUT_EVENT,HOWTO_TODO,HOWTO_REWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65576,身為兄長,SubFst013_00040,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,SEQ_1_ACTOR1_EMOTEOK,SEQ_1_ACTOR1_EMOTENO,SEQ_2_ACTOR0,SEQ_3_ACTOR1,SEQ_3_ACTOR1_EMOTEOK,SEQ_3_ACTOR1_EMOTENO,SEQ_4_ACTOR0,SEQ_5_ACTOR1,SEQ_5_ACTOR1_EMOTEOK,SEQ_5_ACTOR1_EMOTENO,SEQ_6_ACTOR0,HOW_TO_39,FIRST_QUEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65577,失落之種,SubFst014_00041,ACTOR0,EOBJECT0,EVENT_ACTION_SEARCH,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,ITEM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65578,社會禮儀,SubFst015_00042,ACTOR0,EOBJECT0,EVENT_ACTION_SEARCH,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65579,真相的碎片,GaiUsd501_00043,ACTOR0,ACTOR1,ACTOR2,EVENT_ACTION_RESCUE_UPPER_MIDDLE,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EOBJECT0,ACTOR7,ACTOR8,ACTOR9,UNLOCK_IMAGE_DUNGEON,UNLOCK_ADD_NEW_CONTENT_TO_CF,LOC_EOBJECT0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,FACIAL_SPEWING,LOC_POS_CAM1,LOC_POS_CAM2,FACIAL_F_SORRY,LOC_ACTOR3,LOC_ACTION1,LOC_TALKSHAPE1,LOC_SE1,EMOTE_LOOKOUT_ADD,FACIAL_WHAT,FACIAL_SMILE,EVENT_ARMS,LOC_EOBJECT0_POS,BIND_ACTOR0,LOC_POS_CAM3,FACIAL_ANGRY_STRONG,EMOTE_ANGRY_ADD,LOC_MUSIC_EVENT_FUAN01,LOC_MUSIC_FIELD_SANDHOME_01,LOC_MUSIC_EVENT_THEME_FACE_WAR,LOC_MUSIC_EVENT_THEME_SECRET,EVENT_BASE_KNEE_SUFFERING,,,,,,,,,,
65580,真源永存於心,GaiUsd502_00044,ACTOR0,ACTOR1,ACTOR2,NCUT_EVENT_GAIUSD502_1,NCUT_EVENT_GAIUSD502_2,CUTSCENE_WILD_1,CUTSCENE_WILD_2,CUTSCENE_WILD_3,CUTSCENE_QREDO_01,CUTSCENE_QREDO_02,CUTSCENE_QREDO_03,CUTSCENE_QREDO_04,CUTSCENE_QREDO_05,CUTSCENE_QREDO_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65581,沉睡在廢棄營地的寶藏,SubLak001_00045,ACTOR0,ITEM0,ACTOR1,EOBJECT0,EVENT_ACTION_WAITING2_MIDDLE,POPRANGE0,EOBJECT1,EVENT_ACTION_LOOKOUT_MIDDLE,ACTOR2,ACTOR3,ACTOR4,ACTOR5,EOBJECT2,EVENT_ACTION_SEARCH,ITEM1,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,LEVEL_ID_NPC01,LEVEL_ID_NPC02,LEVEL_ID_NPC03,LOC_POS_ACTOR30,LOC_POS_ACTOR10,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_POS_ACTOR00,LOC_POS_ACTOR01,LOC_POS_ACTOR02,LOC_POS_ACTOR03,ACTION_TIMELINE_EVENT_SIGH,LOC_QUEST_CHECK_001,,,,,,,,,,,,,,,
65582,雙眼與單弓,ClsArc001_00046,ACTOR0,EOBJECT0,ACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,EOBJECT6,EOBJECT7,ENEMY0,ENEMY1,CUT_SCENE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65583,無懼的尖槍,ClsLnc001_00047,ACTOR0,ITEM0,EOBJECT0,ENEMY0,ENEMY1,EOBJECT1,ENEMY2,ENEMY3,EOBJECT2,ENEMY4,ENEMY5,EOBJECT3,ENEMY6,ENEMY7,EOBJECT4,EVENT_ACTION_PROCESS_SHOR,ENEMY8,EVENT_ACTION_SEARCH,EOBJECT5,ENEMY9,EOBJECT6,ENEMY10,ACTOR1,POPRANGE_ACTOR1,TERRITORYTYPE_ACTOR1,CUT_SCENE_01,,,,,,,,,,,,,,,,,,,,,,,,
65584,土之試煉,ClsCnj001_00048,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,EOBJECT0,SEQ_2_EOBJECT0,SEQ_2_EOBJECT0_EVENTACTIONOK,SEQ_2_EOBJECT0_EVENTACTIONNO,EVENT_ACTION_SEARCH,ENEMY0,SEQ_3_ACTOR1,SEQ_4_ACTOR0,NQ_POINT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65585,衛士所等待的人,SubFst019_00049,ACTOR0,SEQ_0_ACTOR0,ACTOR1,SEQ_1_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65586,多瑪冒險者團的嫌疑,SubLak002_00050,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,LEVEL_ID_NPC01,LEVEL_ID_NPC02,LEVEL_ID_NPC03,LOC_ACTOR0,LOC_POS_ACTOR0,ACTION_TIMELINE_EVENT_BASE_GUARD_STAND,ACTION_TIMELINE_FACIAL_BOSSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65587,冒牌製革匠,ClsTan005_00051,ACTOR0,RITEM0,ACTOR1,LOC_POS_ACTOR1,LOC_POS_CAM1,LOC_POS_EOBJ1,LOC_EOBJ1,LOC_ACTOR0,LOC_ACTION1,LOC_ACTION2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65588,春藤蔓延,GaiUse401_00052,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,CUT_SCENE_N_01,CUT_SCENE_N_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65589,第四分隊的危機,GaiUse402_00053,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EVENTRANGE0,EVENT_ACTION_SEARCH,ACTOR7,EVENT_ACTION_RESCUE_UNDER_MIDDLE,ENEMY0,ENEMY1,ENEMY2,EOBJECT0,EVENTRANGE1,ENEMY3,ENEMY4,ENEMY5,EVENTRANGE2,ENEMY6,ENEMY7,ENEMY8,EVENTRANGE3,ENEMY9,ENEMY10,ENEMY11,ENEMY12,ENEMY13,EOBJECT1,EOBJECT2,EOBJECT3,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,LEVEL_ID_NPC01,LEVEL_ID_NPC02,LEVEL_ID_NPC03,ACTION_TIMELINE_EVENT_SALUTE_CRY,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,ACTION_TIMELINE_EVENT_BASE_KNEE_SEACH,BGM_NOTHING,LOC_BGM0
65590,來自皇都的特使,GaiUse403_00054,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,POPRANGE0,CUT_SCENE_N_01,CUT_SCENE_N_02,LOC_ACTOR0,ACTION_TIMELINE_EVENT_SPECIAL_JOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65591,實力的證明,ClsLnc003_00055,ACTOR0,ACTOR1,ITEM0,ACTOR2,EOBJECT0,ENEMY0,ACTOR3,EOBJECT1,EVENT_ACTION_WAITING3_LONG,TERRITORYTYPE0,QUESTBATTLE0,EVENT_MOT_YARINAGE,LOC_ACTION0,LOC_WS,LOC_VFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65592,命運的長槍,ClsLnc004_00056,ACTOR0,EOBJECT0,EVENT_ACTION_WAITING_SHOR,ENEMY0,ITEM0,EOBJECT1,EOBJECT2,EVENT_ACTION_WAITING2_MIDDLE,EOBJECT3,TERRITORYTYPE0,QUESTBATTLE0,TERRITORYTYPE1,QUESTBATTLE1,LOC_ACTOR0,LOC_ACTOR1,CUT_SCENE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65593,生還者的證言,GaiUse404_00057,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT0,EOBJECT1,ACTOR8,ACTOR9,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_MUSIC_NO,LOC_MUSIC_0,LOC_ACTOR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65594,公會特令,SubWil154_00058,ACTOR0,ACTOR1,SCREENIMAGE0,SCREENIMAGE1,HOW_TO_000,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65595,公會特令,SubSea906_00059,ACTOR0,ACTOR1,SCREENIMAGE0,SCREENIMAGE1,HOW_TO_000,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65596,公會特令,SubFst121_00060,ACTOR0,ACTOR1,SCREENIMAGE0,SCREENIMAGE1,HOW_TO_000,HOW_TO_001,UNLOCK_ADD_NEW_CONTENT_TO_CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65597,傑作的使命,ClsTan006_00061,ACTOR0,ACTOR1,RITEM0,LOC_POS_MAN1,LOC_POS_CAM1,LOC_MAN1,LOC_ACTION1,LOC_ITEM1,LOC_POS_ACTOR1,LOC_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65598,嚴寒中的合作,GaiUse405_00062,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,CUT_SCENE_N_01,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65599,榜樣,ClsTan007_00063,ACTOR0,RITEM0,LOC_POS_MAN1,LOC_POS_CAM1,LOC_MAN1,LOC_ACTION1,LOC_ITEM1,LOC_POS_ACTOR1,LOC_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65600,品牌效應,ClsTan008_00064,ACTOR0,RITEM0,ACTOR1,LOC_POS_MAN1,LOC_POS_CAM1,LOC_MAN1,LOC_ACTION1,LOC_ITEM1,LOC_POS_ACTOR1,LOC_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65601,危機來臨,ClsTan009_00065,ACTOR0,RITEM0,RITEM1,RITEM2,ACTOR1,ACTOR2,ACTOR3,LOC_POS_MAN1,LOC_POS_CAM1,LOC_MAN1,LOC_ITEM1,LOC_ITEM2,LOC_ITEM3,LOC_POS_ACTOR1,LOC_POS_EOBJ1,LOC_EOBJ1,LOC_ACTOR0,LOC_ACTION1,LOC_ACTION2,LOC_ACTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65602,生命的光彩,ClsTan010_00066,ACTOR0,ITEM0,ACTOR1,ACTOR2,RITEM0,CUT_SCENE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65603,蕾伊·阿里亞珀的弓術訓練,ClsArc002_00067,ACTOR0,ACTOR1,EOBJECT0,ACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,EOBJECT6,EOBJECT7,ENEMY0,ENEMY1,UNLOCK_IMAGE_CLASS_CANGE,UNLOCK_CHECK_CLASS_START,ACTOR2,HOW_TO_GEAR_SET,UNLOCK_IMAGE_GEAR_SET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65604,西爾瓦爾的弓術訓練,ClsArc003_00068,ACTOR0,ACTOR1,EOBJECT0,ACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,EOBJECT6,EOBJECT7,EOBJECT8,EVENT_ACTION_WAITING2_MIDDLE,TERRITORYTYPE0,QUESTBATTLE0,ACTOR2,EVENT_MOT_ZEPHYR,LOC_ACTION0,LOC_WS,LOC_VFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
