key,0,1
100109,中級加工,消耗耐久以提高製品品質<hex:02100103>效率：125<hex:02100103>成功率：100%<hex:02100103><hex:024804F201F803><hex:024904F201F903>連擊條件：<hex:0249020103><hex:0248020103>加工　<hex:024804F201F803><hex:024904F201F903>連擊中消耗製作力：<hex:0249020103><hex:0248020103>18
100110,精修II,恢復60點耐久
100111,中級製作,消耗耐久以推動作業進展<hex:02100103>效率：150<hex:02100103>成功率：90%
100112,上級加工,消耗耐久以提高製品品質<hex:02100103>效率：150<hex:02100103>成功率：90%
100113,觀察,放空一次作業，不做任何事
100114,,
100115,,
100116,,
100117,,
100118,,
100119,,
100120,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100121,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100122,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100123,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100124,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100125,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100126,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100127,比爾格的技巧,消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升10<hex:02100103>使用之後會結束內靜效果<hex:02100103>效率：150（150～）<hex:02100103>成功率：70%<hex:02100103><hex:024804F201F803><hex:024904F201F903>裝備專家之證時：<hex:0249020103><hex:0248020103>成功率變為100%
100128,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100129,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100130,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100131,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100132,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100133,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100134,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100135,集中加工,<hex:024804F201F403><hex:024904F201F503>只有在「高品質」及以上的狀態下才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：內靜的積累檔數+1（最多積累10檔）<hex:02100103>效率：150<hex:02100103>成功率：100%
100136,堅信,<hex:024804F201F403><hex:024904F201F503>僅可在首次作業時發動<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以完成工作量的1/3左右（上限：1000）<hex:02100103>成功率：100%
100137,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100138,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100139,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100140,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100141,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100142,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100143,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100144,革新,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>追加效果：改革<hex:02100103>效率：100<hex:02100103>成功率：40%
100145,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100146,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100147,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100148,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100149,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100150,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100151,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100152,比爾格的奇蹟,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以提高製品品質<hex:02100103>隨內靜的效果提高效率，內靜每生效過一次效率提升15<hex:02100103>使用之後會令內靜積累的效果減半<hex:02100103>效率：100（100～）<hex:02100103>成功率：70%
100153,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100154,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100155,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100156,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100157,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100158,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100159,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100160,妮美雅的紡車,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>隨工作小調檔數的消耗程度恢復相應的耐久<hex:02100103>使用之後會結束工作小調效果<hex:02100103>成功率：100%
100161,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100162,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100163,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100164,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100165,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100166,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100167,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100168,匠心獨具,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>僅在內靜與工作小調檔數相同時才能使用<hex:0249020103><hex:0248020103><hex:02100103>消耗耐久以使作業大幅進展，品質也大幅提高<hex:02100103>效率：150<hex:02100103>成功率：100%
100169,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100170,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100171,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100172,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100173,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100174,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100175,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100176,稱心,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103><hex:024804F201F403><hex:024904F201F503>只有在工作小調的檔數為3的倍數時才可以使用<hex:0249020103><hex:0248020103><hex:02100103>消耗1檔工作小調的效果，恢復15點製作力<hex:02100103>成功率：100%
100177,收尾,
100178,堅實的心得,<hex:024804F201F403><hex:024904F201F503>僅可在首次作業時發動<hex:0249020103><hex:0248020103><hex:02100103>根據剩餘的工作量多少，令數次作業（上限25次）內發動堅實製作不消耗製作力和耐久
100179,刻木匠之魂,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「刻木匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>
100180,鍛鐵匠之魂,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「鍛鐵匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>
100181,鑄甲匠之魂,<hex:024804F201F803><hex:024904F201F903>專家專用技能<hex:0249020103><hex:0248020103><hex:02100103>7次作業內會比較容易出現高品質狀態<hex:02100103>使用時需消耗道具「鑄甲匠圖紙」<hex:02100103><hex:024804F201F403><hex:024904F201F503>一次製作最多可使用5次<hex:0249020103><hex:0248020103>
